,nhru_v1_1,i,j,wght
752,1418,43,102,0.0005408442391953555
753,1421,43,103,0.27773057373718363
754,1421,43,102,0.5220293938961076
755,1421,43,101,0.08110478100231557
756,1422,43,104,0.07411325808184947
757,1422,43,103,0.8731181472168562
758,1423,42,104,0.012912421619430157
759,1423,43,105,0.28265159546778673
760,1423,43,104,0.4706634440010668
761,1423,43,103,0.0016911689076563607
762,1424,43,91,0.004229233080372322
763,1424,42,91,0.014561250922757141
764,1424,40,93,0.0014253905955368678
765,1424,41,92,8.76947064854213e-06
766,1424,40,92,0.03634400485425083
767,1424,41,91,0.03867979385466519
768,1424,40,91,0.032496328706907385
769,1424,39,92,0.006585997067225986
770,1424,43,90,0.051193819853953805
771,1424,42,90,0.04687550652618968
772,1424,41,90,0.00701447498093726
773,1424,42,89,0.026391587110815004
774,1424,42,88,0.0005311152105715392
775,1424,39,91,0.00010289985031237435
776,1424,43,89,0.05522285196373207
777,1424,43,88,0.023796878527041522
778,1425,40,93,0.0026200384037617075
779,1425,40,92,6.721793043482156e-05
780,1425,41,91,0.00626025596485374
781,1425,40,91,0.04429251492500972
782,1425,39,93,0.019639737545305028
783,1425,39,92,0.06394722018522218
784,1425,38,92,0.0015885637235021305
785,1425,38,91,0.0007550560381363579
786,1425,42,90,0.012353126340506762
787,1425,41,90,0.09431093109978993
788,1425,42,89,0.05641914905602934
789,1425,41,89,0.108057201474308
790,1425,42,88,0.09643159892192067
791,1425,41,88,0.10805720147429003
792,1425,42,87,0.026583382317557705
793,1425,41,87,0.08330581878499095
794,1425,40,87,5.633000671040081e-06
795,1425,39,91,0.0558326567279959
796,1425,40,90,0.08891577830029185
797,1425,39,90,0.002290971989281189
798,1425,40,89,0.03580261429344236
799,1425,40,88,0.05636190101663254
800,1425,43,88,0.005753102648479791
801,1425,42,86,0.005194766417115644
802,1425,41,86,0.025153561420441395
803,1426,39,102,0.1162414248236904
804,1426,39,101,0.19568438998012572
805,1426,41,102,0.01165201093344401
806,1426,40,102,0.1989681243473664
807,1426,41,101,0.042583080702555676
808,1426,40,101,0.3889068424205912
809,1426,40,100,0.03783901826349914
810,1426,39,100,0.008125108528728239
811,1427,39,101,0.002578008526167086
812,1427,38,100,0.03303426923409068
813,1427,38,99,0.12779058127789145
814,1427,40,101,0.0017851343227577934
815,1427,40,100,0.09954524902493407
816,1427,39,100,0.19092225067899218
817,1427,40,99,0.043140056022738967
818,1427,39,99,0.20016683370394536
819,1427,40,98,0.007811837022987809
820,1427,39,98,0.1782385810347406
821,1427,39,97,0.016211805711564234
822,1427,38,98,0.09779208255227946
823,1427,38,97,0.0009833108866165363
824,1428,40,109,1.0000000000000013
825,1429,41,112,4.674005183236079e-06
826,1429,40,107,0.029479782954821444
827,1429,39,107,0.0006696703463709586
828,1429,40,106,0.038375164390381904
829,1429,39,106,0.013044809650976862
830,1429,40,105,0.038375164390398314
831,1429,39,105,0.028625017247857886
832,1429,40,104,0.038375164390387365
833,1429,39,104,0.027568708128127714
834,1429,39,103,0.03422947804722913
835,1429,39,102,0.013673032408066482
836,1429,43,107,0.005757932482139294
837,1429,41,108,0.01290642842731537
838,1429,40,108,0.006926311876960393
839,1429,41,107,0.036986365767177426
840,1429,42,107,0.012596225406024567
841,1429,43,106,0.03774327296927081
842,1429,42,106,0.03811877528713738
843,1429,41,106,0.038404170415228735
844,1429,42,105,0.03843315553481661
845,1429,41,105,0.038404170415240434
846,1429,42,104,0.03745607480476252
847,1429,41,104,0.0384041704152288
848,1429,42,103,0.03843315553480107
849,1429,41,103,0.038404170415214066
850,1429,43,105,0.015872672683823356
851,1429,43,104,0.0021414471457079057
852,1429,43,103,0.017300902263530045
853,1429,43,102,0.0016201799311511857
854,1429,42,102,0.03186783496963393
855,1429,42,101,0.00143496918824985
856,1429,40,103,0.03837516439038046
857,1429,41,102,0.037238871598551895
858,1429,40,102,0.01944826403697149
859,1429,41,101,0.004651799267282202
860,1430,40,107,0.16812748661689533
861,1430,39,107,0.2926431871439059
862,1430,39,106,0.01991936617578843
863,1430,40,109,0.0020563920245816963
864,1430,40,108,0.4508738792542508
865,1430,39,108,0.06637968878458558
866,1431,39,110,0.031792142547522266
867,1431,39,109,0.010233396494376826
868,1431,40,110,0.41833331874362367
869,1431,40,109,0.5396411422144783
870,1432,39,109,0.03288487136373757
871,1432,38,108,0.008496391801825025
872,1432,39,107,0.3420323086201789
873,1432,39,106,0.0016702191103651752
874,1432,38,107,0.1525555256074023
875,1432,38,106,0.0006079197233365176
876,1432,40,109,0.024886529220508106
877,1432,40,108,0.0223816547409004
878,1432,39,108,0.4144845798112306
879,1433,40,112,0.0001575299377524586
880,1433,39,112,0.05744607648295405
881,1433,38,112,0.024119904207075386
882,1433,39,111,0.1411592524412794
883,1433,38,111,0.04764073092918664
884,1433,39,110,0.13848883146362337
885,1433,38,110,0.10052934709698261
886,1433,39,109,0.13339511048431857
887,1433,38,109,0.12978779775680965
888,1433,38,108,0.11350601010281706
889,1433,38,107,0.004917773429493941
890,1433,40,111,0.03102100470088262
891,1433,40,110,0.018986753089755164
892,1433,40,109,0.01763917626619914
893,1433,39,108,0.041204701610521914
894,1434,36,99,0.0064033750598409935
895,1434,35,99,0.0004944048882315742
896,1434,35,98,0.0037028653361395472
897,1434,35,97,5.039186207201705e-09
898,1434,41,99,0.00025820376885246106
899,1434,40,99,0.0002468449171352456
900,1434,43,98,0.0027223229310392523
901,1434,42,98,0.003971224663276526
902,1434,41,98,0.007934079892628416
903,1434,42,97,0.012172475257220297
904,1434,41,97,0.012163295145775209
905,1434,42,96,0.012172475257223606
906,1434,41,96,0.012163295145781421
907,1434,42,95,0.012172475257218793
908,1434,41,95,0.012163295145778094
909,1434,40,98,0.009125749711866004
910,1434,39,98,0.0013304739913513142
911,1434,40,97,0.012154108413259408
912,1434,39,97,0.011161280564107602
913,1434,40,96,0.01215410841326518
914,1434,39,96,0.012144915064198233
915,1434,38,96,0.010695125823999084
916,1434,39,95,0.007770511839672476
917,1434,38,95,0.008139570100754074
918,1434,37,99,0.0001831128836001105
919,1434,38,98,0.004792805801740184
920,1434,37,98,0.01088549270203515
921,1434,36,98,0.012117295362666427
922,1434,38,97,0.012076053734718059
923,1434,37,97,0.012073600636006245
924,1434,36,97,0.006490787645921063
925,1434,37,96,0.001322032731929027
926,1434,43,97,0.012144646160291234
927,1434,43,96,0.01218164874310207
928,1434,43,95,0.012181648743096168
929,1434,43,94,0.012181648743094946
930,1434,43,93,0.012181648743097732
931,1434,42,93,0.012172475257220934
932,1434,43,92,0.012181648743097549
933,1434,42,92,0.012172475257220882
934,1434,43,91,0.011248719167647848
935,1434,42,91,0.008960398414153291
936,1434,40,95,0.008438621200901972
937,1434,42,94,0.012172475257219595
938,1434,41,94,0.012163295145772768
939,1434,40,94,0.0031559946644810683
940,1434,41,93,0.012163295145777072
941,1434,40,93,0.00790380763671699
942,1434,41,92,0.012161360681926726
943,1434,40,92,0.0041293918855648684
944,1434,41,91,0.00292621529575796
945,1434,39,94,0.00039748736939073656
946,1434,38,94,0.0024644978586708327
947,1434,43,90,0.0008887670989615777
948,1434,42,90,0.0004416625166284054
949,1435,39,105,0.003311113854933584
950,1435,38,105,0.003686319680069054
951,1435,39,104,0.03566878540123713
952,1435,38,104,0.12466151998749404
953,1435,37,105,0.013850725625954522
954,1435,36,105,0.030375291408781844
955,1435,37,104,0.12619622028099134
956,1435,36,104,0.0386430328154569
957,1435,39,103,0.013624421646695847
958,1435,38,103,0.12681354756631816
959,1435,39,102,0.04506196330872201
960,1435,38,102,0.1268135475663712
961,1435,39,101,0.04470084204056056
962,1435,38,101,0.08162054081158165
963,1435,37,101,0.047025888987719054
964,1435,37,103,0.0733858386623037
965,1435,36,103,0.0007602449655048283
966,1435,37,102,0.06380015538908347
967,1436,39,107,0.010984886079983616
968,1436,39,106,0.09881860227909914
969,1436,39,105,0.03568058451911992
970,1436,38,105,0.1522171909081836
971,1436,38,104,0.0026604642891203934
972,1436,38,107,0.06884566226419718
973,1436,37,107,0.0020686677050059574
974,1436,38,106,0.1566325709887141
975,1436,37,106,0.09699884587666648
976,1436,36,106,0.1268368790518368
977,1436,37,105,0.13953241422129703
978,1436,36,105,0.10332158820752149
979,1436,37,104,0.0006442421967267051
980,1436,36,104,7.683130480952264e-05
981,1436,35,106,0.0015917747976527587
982,1436,35,105,0.003088795310006042
983,1437,36,106,0.01525283710944803
984,1437,36,105,0.12714844071731246
985,1437,35,106,0.31411267827429296
986,1437,35,105,0.543486043898788
987,1438,38,110,0.004880734042556317
988,1438,37,110,0.06512092486062765
989,1438,38,109,0.012734939277804133
990,1438,37,109,0.15923554685228083
991,1438,38,108,0.029125286568970607
992,1438,37,108,0.15934361449546772
993,1438,36,110,0.002959842729530625
994,1438,36,109,0.08885933989733391
995,1438,36,108,0.05814238378313857
996,1438,38,107,0.0476658428203137
997,1438,37,107,0.15723944974284795
998,1438,36,107,0.12287939972131282
999,1438,37,106,0.060680328918832814
1000,1438,36,106,0.02882544663992227
1001,1438,35,106,0.002306919649079042
1002,1439,36,105,0.0004449888029584733
1003,1439,36,104,0.047564409385407146
1004,1439,35,104,0.008347464595623504
1005,1439,39,101,0.011193775136926298
1006,1439,38,101,0.026670188995890878
1007,1439,37,101,0.047029093179622734
1008,1439,38,100,0.062477607045357264
1009,1439,37,100,0.07478093880936017
1010,1439,38,99,0.027023573750506243
1011,1439,37,103,0.03147303948397004
1012,1439,36,103,0.07427547287852922
1013,1439,35,103,0.061364879857907575
1014,1439,37,102,0.037129932063393295
1015,1439,36,102,0.07472412364046246
1016,1439,35,102,0.07466726778003534
1017,1439,36,101,0.07472412364045827
1018,1439,35,101,0.046755899652551884
1019,1439,36,100,0.06657498665787562
1020,1439,35,100,0.0060491712783425945
1021,1439,34,103,0.0013867178397008048
1022,1439,34,102,0.025639960522607644
1023,1439,34,101,0.0027967168002384565
1024,1439,36,99,0.02495967722102991
1025,1439,39,100,0.0019493846716142176
1026,1439,37,99,0.0736517305706702
1027,1439,38,98,0.008691862610122256
1028,1439,37,98,0.007653013128798692
1029,1440,35,106,0.9999999999999997
1030,1441,35,98,0.0011817241296717765
1031,1441,35,97,0.0067849671427694285
1032,1441,35,96,0.009777232909294655
1033,1441,34,96,0.0020651262708649885
1034,1441,36,95,0.009791534685632899
1035,1441,35,95,0.008478179912874658
1036,1441,37,94,0.009798979506256102
1037,1441,36,94,0.009791534685628949
1038,1441,35,94,0.006680499151784673
1039,1441,36,93,0.009791534685631889
1040,1441,35,93,0.008795534253766968
1041,1441,36,92,0.009791534685633839
1042,1441,35,92,0.009784084532961625
1043,1441,36,91,0.00979153468563367
1044,1441,34,95,0.001083767730878337
1045,1441,34,94,8.541608065814952e-05
1046,1441,34,93,0.007382571388565985
1047,1441,33,93,0.002393256519015319
1048,1441,32,93,0.00011500985748020519
1049,1441,34,92,0.009776629051939939
1050,1441,33,92,0.009769168246175968
1051,1441,32,92,0.005156471310482558
1052,1441,33,91,0.008474524959251478
1053,1441,32,91,0.0022412999729227476
1054,1441,33,90,0.005922574730558674
1055,1441,33,89,0.009169745912079147
1056,1441,32,89,0.005456612547949395
1057,1441,31,89,0.00024422544783980684
1058,1441,32,88,0.009286450521929817
1059,1441,31,88,0.00024399804056312048
1060,1441,32,87,0.007397211035109252
1061,1441,32,86,0.004133279640294989
1062,1441,32,85,0.005442700755428029
1063,1441,41,99,1.7857341104137675e-06
1064,1441,38,96,0.0011640864955236635
1065,1441,39,95,0.0035347921809202568
1066,1441,38,95,0.0032291358119154933
1067,1441,37,97,4.2752900425538926e-05
1068,1441,36,97,0.004546571146329314
1069,1441,37,96,0.008730694137060555
1070,1441,36,96,0.009791534685635693
1071,1441,37,95,0.009798979506255195
1072,1441,40,95,0.0030023467139316594
1073,1441,40,94,0.00727104029731778
1074,1441,40,93,0.002942117736155443
1075,1441,39,94,0.009492658410805929
1076,1441,38,94,0.007814950140828874
1077,1441,39,93,0.008027454898274413
1078,1441,38,93,0.009806418991229946
1079,1441,37,93,0.009798979506258649
1080,1441,39,92,0.0028233576429242545
1081,1441,38,92,0.009661925846607357
1082,1441,37,92,0.009798979506258573
1083,1441,38,91,0.009737740335349373
1084,1441,37,91,0.009798979506259305
1085,1441,41,87,0.0022391066066310837
1086,1441,40,87,0.009820769571057661
1087,1441,39,91,0.00471706445655466
1088,1441,40,90,0.0017336489265321923
1089,1441,39,90,0.009605470091169854
1090,1441,40,89,0.006564735004374441
1091,1441,39,89,0.009813853136861913
1092,1441,40,88,0.004694696084342538
1093,1441,39,88,0.009813853136857106
1094,1441,38,88,0.009806418991230883
1095,1441,39,87,0.009813853136858838
1096,1441,38,87,0.009806418991230574
1097,1441,38,90,0.009806418991233905
1098,1441,37,90,0.009798979506261529
1099,1441,38,89,0.00980641899123126
1100,1441,37,89,0.009798979506260606
1101,1441,36,89,0.00979153468563275
1102,1441,37,88,0.009798979506259093
1103,1441,36,88,0.00979153468562838
1104,1441,37,87,0.00979897950625839
1105,1441,36,87,0.00979153468563195
1106,1441,37,86,0.009798979506259175
1107,1441,35,91,0.009784084532961885
1108,1441,34,91,0.009776629051939177
1109,1441,36,90,0.009791534685632828
1110,1441,35,90,0.00978408453296268
1111,1441,34,90,0.009776629051940466
1112,1441,35,89,0.009784084532958634
1113,1441,34,89,0.00977662905193988
1114,1441,35,88,0.009784084532958492
1115,1441,34,88,0.009776629051938445
1116,1441,33,88,0.009769168246174298
1117,1441,39,86,0.009813853136858588
1118,1441,38,86,0.00980641899123013
1119,1441,39,85,0.009813853136859587
1120,1441,38,85,0.009806418991230904
1121,1441,37,85,0.009798979506258639
1122,1441,39,84,0.009813853136860014
1123,1441,38,84,0.009806418991234222
1124,1441,37,84,0.009798979506260005
1125,1441,38,83,0.009788558534814515
1126,1441,37,83,0.009347679581541004
1127,1441,35,87,0.009784084532957635
1128,1441,34,87,0.009776629051936494
1129,1441,33,87,0.009769168246174317
1130,1441,34,86,0.009776629051938625
1131,1441,33,86,0.009769168246172352
1132,1441,34,85,0.009055483423614128
1133,1441,33,85,0.009305994459780363
1134,1441,34,84,0.001468762675069678
1135,1441,33,84,0.002396022990202498
1136,1441,32,84,0.000550266398793689
1137,1441,36,86,0.009791534685630859
1138,1441,35,86,0.009784084532956275
1139,1441,36,85,0.009791534685631218
1140,1441,35,85,0.009784084532957541
1141,1441,36,84,0.009791534685634574
1142,1441,35,84,0.0053410749394091255
1143,1441,36,83,0.006401927297493662
1144,1441,35,83,0.0010043980842845649
1145,1441,39,82,9.893268161366983e-06
1146,1441,38,82,0.00355306964816496
1147,1441,37,82,0.003693608748024467
1148,1441,42,86,0.0007022587660096685
1149,1441,43,85,8.63037164667524e-05
1150,1441,42,85,0.0070543132634754094
1151,1441,43,84,0.003068609011271742
1152,1441,42,84,0.00983612350148364
1153,1441,43,83,0.0030565338499102443
1154,1441,41,86,0.0065345775251661985
1155,1441,40,86,0.009821281939539706
1156,1441,41,85,0.009828705395629283
1157,1441,40,85,0.009821281939539964
1158,1441,41,84,0.00982870539563365
1159,1441,40,84,0.009821281939539976
1160,1441,41,83,0.009569843798437973
1161,1441,40,83,0.009821281939537442
1162,1441,39,83,0.006775568410249768
1163,1441,40,82,0.0031730440037078082
1164,1441,42,83,0.0073767471454511705
1165,1441,43,82,0.0016900331022931176
1166,1441,42,82,0.0011261506301197544
1167,1441,41,82,0.009320734453242737
1168,1441,42,81,2.8189398166340228e-05
1169,1441,41,81,0.0023518795111209657
1170,1442,35,107,0.31844044157150764
1171,1442,34,107,0.0006495489073781813
1172,1442,35,106,0.5815681206403229
1173,1442,34,106,0.09934188888127399
1174,1443,35,106,0.4884747615658872
1175,1443,34,106,0.5115252384351503
1176,1444,35,108,0.08576930341102006
1177,1444,35,107,0.8305132726137777
1178,1444,35,106,0.08371742397519541
1179,1445,35,108,0.15893338785253866
1180,1445,34,108,9.308776987922226e-05
1181,1445,35,107,0.7546408847586207
1182,1445,34,107,0.030097473700931826
1183,1445,35,106,0.05623516591812165
1184,1446,36,110,0.0035846450565497593
1185,1446,35,110,0.0003238104817458753
1186,1446,36,109,0.11282623567924394
1187,1446,35,109,0.12315301446645163
1188,1446,36,108,0.18336502002998226
1189,1446,36,107,0.06592849037004667
1190,1446,36,106,5.152855007638351e-05
1191,1446,35,108,0.2551154349448774
1192,1446,34,108,6.228743955499257e-06
1193,1446,35,107,0.19595877618262855
1194,1446,35,106,0.0596868154943336
1195,1447,36,105,0.00415050878444869
1196,1447,36,104,0.010363075854938841
1197,1447,35,106,0.05058499395182473
1198,1447,34,106,0.00444594863203303
1199,1447,35,105,0.12125836834430613
1200,1447,34,105,0.09745996341217364
1201,1447,35,104,0.15915644260668843
1202,1447,35,103,0.03192350758295711
1203,1447,34,104,0.1787218265493406
1204,1447,33,104,0.03700822180047582
1205,1447,34,103,0.17521165425390303
1206,1447,33,103,0.07625513348163314
1207,1447,34,102,0.05247535425863732
1208,1447,33,102,0.0009850004866332031
1209,1448,37,110,0.03300493385759798
1210,1448,37,109,0.00014873723815058952
1211,1448,37,111,0.016118219584500413
1212,1448,36,111,0.13572193829784918
1213,1448,35,111,0.07557601133166418
1214,1448,36,110,0.21235008477693662
1215,1448,35,110,0.21873109219462203
1216,1448,36,109,0.011241386689348471
1217,1448,35,109,0.07856073760713281
1218,1448,34,111,0.027926866870949824
1219,1448,34,110,0.15391513454824987
